"Step","participant_id: 661_test_30 - val/val_mse","participant_id: 661_test_30 - val/val_mse__MIN","participant_id: 661_test_30 - val/val_mse__MAX"
"56","0.019511620281264186","0.0025848872028291225","0.03643835335969925"
"113","0.006923796841874719","0.0025261291302740574","0.01132146455347538"
"171","0.006639198516495526","0.002620585495606065","0.010657811537384987"
"228","0.005690351710654795","0.002618765691295266","0.008761937730014324"
"286","0.0049812187207862735","0.0026048540603369474","0.0073575833812355995"
"343","0.004543912597000599","0.002605259418487549","0.006482565775513649"
"401","0.004030111827887595","0.002533925464376807","0.005526298191398382"
"458","0.003857784438878298","0.0025358470156788826","0.005179721862077713"
"515","0.003589351777918637","0.002504562260583043","0.0046741412952542305"
"573","0.0035194496158510447","0.0024849059991538525","0.004553993232548237"
"630","0.003436070983298123","0.002498076995834708","0.0043740649707615376"
"688","0.003355095279403031","0.002579835942015052","0.00413035461679101"
"745","0.003314108238555491","0.002508674981072545","0.004119541496038437"
"803","0.0033037917455658317","0.002535960404202342","0.004071623086929321"
"860","0.0033212024718523026","0.002578850369900465","0.00406355457380414"
"918","0.0032688580686226487","0.002572840778157115","0.0039648753590881824"
"975","0.0032647494226694107","0.0025317296385765076","0.003997769206762314"
"1032","0.0032146595185622573","0.0024941798765212297","0.003935139160603285"
"1090","0.0031729446491226554","0.0024921665899455547","0.003853722708299756"
"1147","0.0031620378140360117","0.0024694500025361776","0.0038546256255358458"
"1205","0.0032168934121727943","0.002453773282468319","0.00398001354187727"
"1262","0.003205516957677901","0.0025337624829262495","0.003877271432429552"
"1320","0.0031917444430291653","0.002494144020602107","0.0038893448654562235"
"1377","0.003119732136838138","0.002524864161387086","0.0037146001122891903"
"1435","0.0031525595113635063","0.0025062754284590483","0.0037988435942679644"
"1492","0.0031029819510877132","0.002395808696746826","0.0038101552054286003"
"1549","0.003197405836544931","0.0025469071697443724","0.0038479045033454895"
"1607","0.0031609870493412018","0.0024643861688673496","0.003857587929815054"
"1664","0.003094087354838848","0.002489493926987052","0.0036986807826906443"
"1722","0.0030789197189733386","0.0024681349750608206","0.0036897044628858566"
"1779","0.003066251636482775","0.002452853135764599","0.0036796501372009516"
"1837","0.0030828991439193487","0.002501053037121892","0.0036647452507168055"
"1894","0.0031161290826275945","0.0024957938585430384","0.0037364643067121506"
"1951","0.0031384677859023213","0.0024636813905090094","0.0038132541812956333"
"2009","0.0030747822020202875","0.0025214417837560177","0.0036281226202845573"
"2066","0.003041722346097231","0.0024915628600865602","0.0035918818321079016"
"2124","0.0030712878797203302","0.002437009010463953","0.0037055667489767075"
"2181","0.0030569623922929168","0.002498204819858074","0.0036157199647277594"
"2239","0.003020449075847864","0.0024836042430251837","0.0035572939086705446"
"2296","0.0029307632939890027","0.002405017614364624","0.0034565089736133814"
"2354","0.0030196410370990634","0.002434119815006852","0.0036051622591912746"
"2411","0.003016263945028186","0.0024513304233551025","0.003581197466701269"
"2468","0.0030501948203891516","0.00249914126470685","0.003601248376071453"
"2526","0.003084886004216969","0.002474862849339843","0.0036949091590940952"
"2583","0.0029479804215952754","0.0024400397669523954","0.0034559210762381554"
"2641","0.002933929325081408","0.002478932263329625","0.003388926386833191"
"2698","0.002912051510065794","0.0024789730086922646","0.0033451300114393234"
"2756","0.003019513562321663","0.00250829616561532","0.0035307309590280056"
"2813","0.0028731728671118617","0.002512207254767418","0.0032341384794563055"
"2871","0.0028387648053467274","0.002525846241042018","0.003151683369651437"
"2928","0.002891118871048093","0.0025708740577101707","0.003211363684386015"
"2985","0.002900162013247609","0.002552610822021961","0.003247713204473257"
"3043","0.002768988721072674","0.0025364086031913757","0.003001568838953972"
"3100","0.002762117190286517","0.0025102582294493914","0.003013976151123643"
"3158","0.002847585827112198","0.0025547854602336884","0.0031403861939907074"
"3215","0.0028770166682079434","0.0025243647396564484","0.0032296685967594385"
"3273","0.002769325510598719","0.002586751477792859","0.002951899543404579"
"3330","0.0027507200138643384","0.0025202769320458174","0.0029811630956828594"
"3387","0.0028349278727546334","0.00252354284748435","0.0031463128980249166"
"3445","0.0028836000710725784","0.002591355936601758","0.003175844205543399"
"3502","0.0027962306048721075","0.0025615214835852385","0.0030309397261589766"
"3560","0.002823163289576769","0.0025638900697231293","0.0030824365094304085"
"3617","0.002845863695256412","0.0025376456324011087","0.0031540817581117153"
"3675","0.002769284532405436","0.002550793346017599","0.002987775718793273"
"3732","0.002944488194771111","0.0025666735600680113","0.0033223028294742107"
"3790","0.00281352864112705","0.0026085171848535538","0.003018540097400546"
"3847","0.0028474177233874798","0.002641938626766205","0.0030528968200087547"
"3904","0.0028097484027966857","0.0026829654816538095","0.002936531323939562"
"3962","0.002800638321787119","0.002645034808665514","0.002956241834908724"
"4019","0.0028254223288968205","0.002634964184835553","0.003015880472958088"
"4077","0.002857233281247318","0.002721403958275914","0.0029930626042187214"
"4134","0.002868931391276419","0.0027459191624075174","0.002991943620145321"
"4192","0.002839777385815978","0.00273310043849051","0.002946454333141446"
"4249","0.0028251681942492723","0.0027025227900594473","0.0029478135984390974"
"4307","0.0029530025785788894","0.0028660239186137915","0.0030399812385439873"
"4364","0.002823572955094278","0.002776842564344406","0.0028703033458441496"
"4421","0.0028334964299574494","0.0028269949834793806","0.0028399978764355183"
"4479","0.002759239636361599","0.002714684931561351","0.002803794341161847"
"4536","0.0027935546822845936","0.002792126964777708","0.002794982399791479"
"4594","0.0028290548361837864","0.0026958012022078037","0.002962308470159769"
"4651","0.0027358136139810085","0.0026836192701011896","0.0027880079578608274"
"4709","0.002743566990830004","0.0027278854977339506","0.002759248483926058"
"4766","0.00272530282381922","0.002666886430233717","0.002783719217404723"
"4823","0.0028101728530600667","0.002791975624859333","0.0028283700812608004"
"4881","0.002845826093107462","0.0028396351262927055","0.0028520170599222183"
"4938","0.0027348182629793882","0.0027221341151744127","0.0027475024107843637"
"4996","0.0027609503595158458","0.0027044834569096565","0.002817417262122035"
"5053","0.0027064649621024728","0.0026483337860554457","0.0027645961381495"
"5111","0.0028019872261211276","0.002770188497379422","0.002833785954862833"
"5168","0.002884040237404406","0.0028725890442728996","0.0028954914305359125"
"5226","0.002744694473221898","0.002704772399738431","0.002784616546705365"
"5283","0.002843617810867727","0.002779750619083643","0.0029074850026518106"
"5340","0.0027975657721981406","0.0027915595564991236","0.0028035719878971577"
"5398","0.002679846598766744","0.0026334200520068407","0.0027262731455266476"
"5455","0.0028038788586854935","0.0027263276278972626","0.0028814300894737244"
"5513","0.0028538338374346495","0.002698661992326379","0.00300900568254292"
"5570","0.002795773674733937","0.0026280120946466923","0.0029635352548211813"
"5628","0.002762654679827392","0.0025961440987885","0.0029291652608662844"
"5685","0.0027103074826300144","0.0026428797282278538","0.002777735237032175"
"5743","0.0026980732800439","0.0026253412943333387","0.0027708052657544613"