"Step","participant_id: 661_test_30_pca - val/val_mae","participant_id: 661_test_30_pca - val/val_mae__MIN","participant_id: 661_test_30_pca - val/val_mae__MAX"
"56","0.11221832036972046","0.11221832036972046","0.11221832036972046"
"113","0.10632168501615524","0.10632168501615524","0.10632168501615524"
"171","0.1063346192240715","0.1063346192240715","0.1063346192240715"
"228","0.07583718746900558","0.07583718746900558","0.07583718746900558"
"286","0.059882014989852905","0.059882014989852905","0.059882014989852905"
"343","0.060258928686380386","0.060258928686380386","0.060258928686380386"
"401","0.06287314742803574","0.06287314742803574","0.06287314742803574"
"458","0.06551462411880493","0.06551462411880493","0.06551462411880493"
"515","0.06917769461870193","0.06917769461870193","0.06917769461870193"
"573","0.07019586116075516","0.07019586116075516","0.07019586116075516"
"630","0.06539122015237808","0.06539122015237808","0.06539122015237808"
"688","0.06759467720985413","0.06759467720985413","0.06759467720985413"
"745","0.06670613586902618","0.06670613586902618","0.06670613586902618"
"803","0.06156159192323685","0.06156159192323685","0.06156159192323685"
"860","0.060344014316797256","0.060344014316797256","0.060344014316797256"
"918","0.056717198342084885","0.056717198342084885","0.056717198342084885"
"975","0.051943134516477585","0.051943134516477585","0.051943134516477585"
"1032","0.05367545038461685","0.05367545038461685","0.05367545038461685"
"1090","0.04956195503473282","0.04956195503473282","0.04956195503473282"
"1147","0.04891659691929817","0.04891659691929817","0.04891659691929817"
"1205","0.04864554479718208","0.04864554479718208","0.04864554479718208"
"1262","0.04577462002635002","0.04577462002635002","0.04577462002635002"
"1320","0.045099396258592606","0.045099396258592606","0.045099396258592606"
"1377","0.043824147433042526","0.043824147433042526","0.043824147433042526"
"1435","0.04117430001497269","0.04117430001497269","0.04117430001497269"
"1492","0.04072185605764389","0.04072185605764389","0.04072185605764389"
"1549","0.040379274636507034","0.040379274636507034","0.040379274636507034"
"1607","0.03797494247555733","0.03797494247555733","0.03797494247555733"
"1664","0.03768806532025337","0.03768806532025337","0.03768806532025337"
"1722","0.03817981854081154","0.03817981854081154","0.03817981854081154"
"1779","0.037076883018016815","0.037076883018016815","0.037076883018016815"
"1837","0.03624335303902626","0.03624335303902626","0.03624335303902626"
"1894","0.03676554560661316","0.03676554560661316","0.03676554560661316"
"1951","0.03633279353380203","0.03633279353380203","0.03633279353380203"
"2009","0.03658636286854744","0.03658636286854744","0.03658636286854744"
"2066","0.03623269870877266","0.03623269870877266","0.03623269870877266"
"2124","0.035717617720365524","0.035717617720365524","0.035717617720365524"
"2181","0.03579201176762581","0.03579201176762581","0.03579201176762581"
"2239","0.035886138677597046","0.035886138677597046","0.035886138677597046"
"2296","0.03479822352528572","0.03479822352528572","0.03479822352528572"
"2354","0.03428884223103523","0.03428884223103523","0.03428884223103523"
"2411","0.034907590597867966","0.034907590597867966","0.034907590597867966"
"2468","0.03744739294052124","0.03744739294052124","0.03744739294052124"
"2526","0.03418993949890137","0.03418993949890137","0.03418993949890137"
"2583","0.03519066050648689","0.03519066050648689","0.03519066050648689"
"2641","0.03454175963997841","0.03454175963997841","0.03454175963997841"
"2698","0.03489629551768303","0.03489629551768303","0.03489629551768303"
"2756","0.03525571525096893","0.03525571525096893","0.03525571525096893"
"2813","0.03396802023053169","0.03396802023053169","0.03396802023053169"
"2871","0.03399664908647537","0.03399664908647537","0.03399664908647537"
"2928","0.033527396619319916","0.033527396619319916","0.033527396619319916"
"2985","0.033762771636247635","0.033762771636247635","0.033762771636247635"
"3043","0.03358365222811699","0.03358365222811699","0.03358365222811699"
"3100","0.03285636007785797","0.03285636007785797","0.03285636007785797"
"3158","0.03271808847784996","0.03271808847784996","0.03271808847784996"
"3215","0.033734627068042755","0.033734627068042755","0.033734627068042755"
"3273","0.033163558691740036","0.033163558691740036","0.033163558691740036"
"3330","0.03301834315061569","0.03301834315061569","0.03301834315061569"
"3387","0.03408217802643776","0.03408217802643776","0.03408217802643776"
"3445","0.034177280962467194","0.034177280962467194","0.034177280962467194"
"3502","0.03303202986717224","0.03303202986717224","0.03303202986717224"
"3560","0.034842703491449356","0.034842703491449356","0.034842703491449356"
"3617","0.03747331723570824","0.03747331723570824","0.03747331723570824"
"3675","0.038454148918390274","0.038454148918390274","0.038454148918390274"
"3732","0.03763118386268616","0.03763118386268616","0.03763118386268616"
"3790","0.03973362222313881","0.03973362222313881","0.03973362222313881"
"3847","0.04018349200487137","0.04018349200487137","0.04018349200487137"
"3904","0.03802495822310448","0.03802495822310448","0.03802495822310448"
"3962","0.03951692208647728","0.03951692208647728","0.03951692208647728"
"4019","0.03707695007324219","0.03707695007324219","0.03707695007324219"
"4077","0.036807697266340256","0.036807697266340256","0.036807697266340256"
"4134","0.03642336651682854","0.03642336651682854","0.03642336651682854"
"4192","0.037111688405275345","0.037111688405275345","0.037111688405275345"
"4249","0.03964235261082649","0.03964235261082649","0.03964235261082649"
"4307","0.0392182320356369","0.0392182320356369","0.0392182320356369"
"4364","0.04003569856286049","0.04003569856286049","0.04003569856286049"
"4421","0.037917498499155045","0.037917498499155045","0.037917498499155045"
"4479","0.04125986993312836","0.04125986993312836","0.04125986993312836"
"4536","0.03726676106452942","0.03726676106452942","0.03726676106452942"
"4594","0.03919903561472893","0.03919903561472893","0.03919903561472893"
"4651","0.040360450744628906","0.040360450744628906","0.040360450744628906"
"4709","0.03922595828771591","0.03922595828771591","0.03922595828771591"
"4766","0.03881174325942993","0.03881174325942993","0.03881174325942993"
"4823","0.03966820612549782","0.03966820612549782","0.03966820612549782"
"4881","0.03966211527585983","0.03966211527585983","0.03966211527585983"
"4938","0.040335215628147125","0.040335215628147125","0.040335215628147125"
"4996","0.0389353409409523","0.0389353409409523","0.0389353409409523"
"5053","0.038812775164842606","0.038812775164842606","0.038812775164842606"
"5111","0.0389934740960598","0.0389934740960598","0.0389934740960598"
"5168","0.03680930659174919","0.03680930659174919","0.03680930659174919"
"5226","0.03891080990433693","0.03891080990433693","0.03891080990433693"
"5283","0.039540186524391174","0.039540186524391174","0.039540186524391174"
"5340","0.038475777953863144","0.038475777953863144","0.038475777953863144"
"5398","0.03804020956158638","0.03804020956158638","0.03804020956158638"
"5455","0.03730735927820206","0.03730735927820206","0.03730735927820206"
"5513","0.03586139157414436","0.03586139157414436","0.03586139157414436"
"5570","0.037052202969789505","0.037052202969789505","0.037052202969789505"
"5628","0.03655632957816124","0.03655632957816124","0.03655632957816124"
"5685","0.03785838559269905","0.03785838559269905","0.03785838559269905"
"5743","0.03564879298210144","0.03564879298210144","0.03564879298210144"
"5800","0.03528416529297829","0.03528416529297829","0.03528416529297829"
"5857","0.03555864468216896","0.03555864468216896","0.03555864468216896"
"5915","0.034163106232881546","0.034163106232881546","0.034163106232881546"
"5972","0.0352453850209713","0.0352453850209713","0.0352453850209713"
"6030","0.03629838675260544","0.03629838675260544","0.03629838675260544"
"6087","0.03381144255399704","0.03381144255399704","0.03381144255399704"
"6145","0.03319250047206879","0.03319250047206879","0.03319250047206879"
"6202","0.03212227299809456","0.03212227299809456","0.03212227299809456"
"6259","0.03383968025445938","0.03383968025445938","0.03383968025445938"
"6317","0.03206895291805267","0.03206895291805267","0.03206895291805267"
"6374","0.030773550271987915","0.030773550271987915","0.030773550271987915"
"6432","0.03102632611989975","0.03102632611989975","0.03102632611989975"
"6489","0.031759049743413925","0.031759049743413925","0.031759049743413925"
"6547","0.03197897970676422","0.03197897970676422","0.03197897970676422"
"6604","0.031688012182712555","0.031688012182712555","0.031688012182712555"
"6662","0.030580518767237663","0.030580518767237663","0.030580518767237663"
"6719","0.03082113340497017","0.03082113340497017","0.03082113340497017"
"6776","0.029965590685606003","0.029965590685606003","0.029965590685606003"
"6834","0.0310366153717041","0.0310366153717041","0.0310366153717041"
"6891","0.030382713302969933","0.030382713302969933","0.030382713302969933"
"6949","0.030378593131899834","0.030378593131899834","0.030378593131899834"
"7006","0.03036837838590145","0.03036837838590145","0.03036837838590145"
"7064","0.02911878377199173","0.02911878377199173","0.02911878377199173"
"7121","0.030195554718375206","0.030195554718375206","0.030195554718375206"
"7179","0.029740555211901665","0.029740555211901665","0.029740555211901665"
"7236","0.029986636713147163","0.029986636713147163","0.029986636713147163"
"7293","0.029341384768486023","0.029341384768486023","0.029341384768486023"
"7351","0.029902758076786995","0.029902758076786995","0.029902758076786995"
"7408","0.02868969924747944","0.02868969924747944","0.02868969924747944"
"7466","0.0291596632450819","0.0291596632450819","0.0291596632450819"
"7523","0.02859826758503914","0.02859826758503914","0.02859826758503914"
"7581","0.029130028560757637","0.029130028560757637","0.029130028560757637"
"7638","0.029929617419838905","0.029929617419838905","0.029929617419838905"
"7695","0.029472477734088898","0.029472477734088898","0.029472477734088898"
"7753","0.030381785705685616","0.030381785705685616","0.030381785705685616"
"7810","0.03007631003856659","0.03007631003856659","0.03007631003856659"
"7868","0.02998904511332512","0.02998904511332512","0.02998904511332512"
"7925","0.03020075336098671","0.03020075336098671","0.03020075336098671"
"7983","0.030949857085943222","0.030949857085943222","0.030949857085943222"
"8040","0.031022589653730392","0.031022589653730392","0.031022589653730392"
"8098","0.03123505786061287","0.03123505786061287","0.03123505786061287"
"8155","0.031090298667550087","0.031090298667550087","0.031090298667550087"
"8212","0.031046420335769653","0.031046420335769653","0.031046420335769653"
"8270","0.02976902388036251","0.02976902388036251","0.02976902388036251"
"8327","0.029407665133476257","0.029407665133476257","0.029407665133476257"
"8385","0.029674164950847626","0.029674164950847626","0.029674164950847626"
"8442","0.02982327714562416","0.02982327714562416","0.02982327714562416"
"8500","0.029353873804211617","0.029353873804211617","0.029353873804211617"
"8557","0.03130242973566055","0.03130242973566055","0.03130242973566055"
"8615","0.0321250855922699","0.0321250855922699","0.0321250855922699"
"8672","0.03216058015823364","0.03216058015823364","0.03216058015823364"
"8729","0.03112892061471939","0.03112892061471939","0.03112892061471939"
"8787","0.030096538364887238","0.030096538364887238","0.030096538364887238"
"8844","0.029842890799045563","0.029842890799045563","0.029842890799045563"
"8902","0.02963479794561863","0.02963479794561863","0.02963479794561863"
"8959","0.029223669320344925","0.029223669320344925","0.029223669320344925"
"9017","0.029795603826642036","0.029795603826642036","0.029795603826642036"
"9074","0.02984786033630371","0.02984786033630371","0.02984786033630371"
"9131","0.0292368084192276","0.0292368084192276","0.0292368084192276"
"9189","0.029814722016453743","0.029814722016453743","0.029814722016453743"
"9246","0.029092449694871902","0.029092449694871902","0.029092449694871902"
"9304","0.028834568336606026","0.028834568336606026","0.028834568336606026"
"9361","0.02857324667274952","0.02857324667274952","0.02857324667274952"
"9419","0.028872082009911537","0.028872082009911537","0.028872082009911537"
"9476","0.02923373505473137","0.02923373505473137","0.02923373505473137"
"9534","0.02858339622616768","0.02858339622616768","0.02858339622616768"
"9591","0.02922467701137066","0.02922467701137066","0.02922467701137066"
"9648","0.0293877013027668","0.0293877013027668","0.0293877013027668"
"9706","0.02996051125228405","0.02996051125228405","0.02996051125228405"
"9763","0.029871869832277298","0.029871869832277298","0.029871869832277298"
"9821","0.03010373003780842","0.03010373003780842","0.03010373003780842"
"9878","0.03054836019873619","0.03054836019873619","0.03054836019873619"
"9936","0.029668834060430527","0.029668834060430527","0.029668834060430527"
"9993","0.03012709878385067","0.03012709878385067","0.03012709878385067"
"10051","0.030032707378268242","0.030032707378268242","0.030032707378268242"
"10108","0.03055465593934059","0.03055465593934059","0.03055465593934059"
"10165","0.028956221416592598","0.028956221416592598","0.028956221416592598"
"10223","0.031768739223480225","0.031768739223480225","0.031768739223480225"
"10280","0.028875503689050674","0.028875503689050674","0.028875503689050674"
"10338","0.03147730603814125","0.03147730603814125","0.03147730603814125"
"10395","0.029173431918025017","0.029173431918025017","0.029173431918025017"
"10453","0.029728472232818604","0.029728472232818604","0.029728472232818604"
"10510","0.02887219935655594","0.02887219935655594","0.02887219935655594"
"10567","0.0298544280230999","0.0298544280230999","0.0298544280230999"
"10625","0.028962329030036926","0.028962329030036926","0.028962329030036926"
"10682","0.03102482110261917","0.03102482110261917","0.03102482110261917"
"10740","0.02858692780137062","0.02858692780137062","0.02858692780137062"
"10797","0.029504327103495598","0.029504327103495598","0.029504327103495598"
"10855","0.030641477555036545","0.030641477555036545","0.030641477555036545"
"10912","0.02895210310816765","0.02895210310816765","0.02895210310816765"
"10970","0.02811015583574772","0.02811015583574772","0.02811015583574772"
"11027","0.028801418840885162","0.028801418840885162","0.028801418840885162"
"11084","0.02832421287894249","0.02832421287894249","0.02832421287894249"
"11142","0.029516149312257767","0.029516149312257767","0.029516149312257767"
"11199","0.02843656949698925","0.02843656949698925","0.02843656949698925"
"11257","0.028456570580601692","0.028456570580601692","0.028456570580601692"
"11314","0.028247307986021042","0.028247307986021042","0.028247307986021042"
"11372","0.028882989659905434","0.028882989659905434","0.028882989659905434"
"11429","0.028846899047493935","0.028846899047493935","0.028846899047493935"
"11487","0.02845199964940548","0.02845199964940548","0.02845199964940548"